Timestamp,Day of year,Year,Minutes of day (to nearest 10),guests,laax,flims,falera,mountain
1675670766,37,2023,550,1409,553,631,103,122
1675671409,37,2023,560,1861,755,794,143,169
1675672014,37,2023,570,2205,896,955,162,192
1675676618,37,2023,640,9205,2031,2282,437,455
1675676755,37,2023,650,9293,2057,2290,443,463
1675677723,37,2023,660,5478,2149,2384,469,476
1675677927,37,2023,670,3926,2171,2402,469,484
1675678538,37,2023,680,3647,2223,2449,486,489
1675679110,37,2023,690,3792,2287,2508,497,500
1675679721,37,2023,700,5875,2322,2544,503,506
1675680332,37,2023,710,9955,2349,2603,509,494
1675680941,37,2023,720,6099,2408,2673,525,493
1675681512,37,2023,730,6168,2435,2698,541,494
1675682129,37,2023,740,6257,2477,2732,547,501
1675682745,37,2023,750,6338,2507,2763,550,518
1675683439,37,2023,760,6411,2523,2802,559,527
1675683928,37,2023,770,6442,2542,2810,563,527
1675684538,37,2023,780,6486,2553,2837,567,529
1675685109,37,2023,790,6511,2564,2852,569,526
1675685721,37,2023,800,6554,2585,2871,575,523
1675686330,37,2023,810,6593,2604,2901,578,510
1675686938,37,2023,820,6617,2616,2930,578,493
1675687508,37,2023,830,6624,2619,2941,578,486
1675688115,37,2023,840,6650,2627,2958,588,477
1675688723,37,2023,850,6672,2638,2967,589,478
1675689332,37,2023,860,6687,2648,2970,589,480
1675689939,37,2023,870,6705,2669,2984,591,461
1675690508,37,2023,880,6719,2671,2991,591,466
1675691115,37,2023,890,6726,2672,2999,593,462
1675691722,37,2023,900,6739,2676,3003,594,466
1675692331,37,2023,910,6744,2676,3016,594,458
1675692940,37,2023,920,6752,2676,3025,594,457
1675693509,37,2023,930,6757,2687,3037,596,437
1675694119,37,2023,940,6768,2690,3068,599,411
1675694769,37,2023,950,6779,2695,3078,601,405
1675695378,37,2023,960,6786,2702,3080,601,403
1675695988,37,2023,970,6789,2704,3083,601,401
1675696516,37,2023,980,6792,2705,3087,601,399
1675697164,37,2023,990,6793,2707,3087,601,398
1675697772,37,2023,1000,6795,2707,3087,601,400
1675698382,37,2023,1010,6795,2707,3087,601,400
1675698990,37,2023,1020,6795,2707,3087,601,400
1675754088,38,2023,490,8,0,1,0,7
1675756270,38,2023,530,1563,678,692,135,58
1675756553,38,2023,540,1878,798,836,170,74
1675757163,38,2023,550,2403,1038,992,224,149
1675757733,38,2023,560,2924,1281,1214,256,173
1675758302,38,2023,570,3488,1528,1438,308,214
1675758913,38,2023,580,3936,1724,1625,363,224
1675759528,38,2023,590,4370,1879,1827,425,239
1675760140,38,2023,600,5039,2113,2157,480,289
1675760712,38,2023,610,3429,2218,2351,520,340
1675761321,38,2023,620,5850,2392,2511,542,405
1675761930,38,2023,630,6299,2569,2680,571,479
1675762541,38,2023,640,6515,2643,2763,593,516
1675763112,38,2023,650,6751,2737,2852,625,537
1675763721,38,2023,660,7022,2843,2973,650,556
1675764331,38,2023,670,7192,2930,3037,655,570
1675764902,38,2023,680,7320,2988,3100,666,566
1675765511,38,2023,690,7451,3033,3172,678,568
1675766118,38,2023,700,7946,3074,3213,687,572
1675766727,38,2023,710,7604,3102,3239,691,572
1675767335,38,2023,720,7747,3145,3304,712,586
1675768238,38,2023,730,7907,3212,3369,720,606
1675768525,38,2023,740,7938,3235,3377,723,603
1675769138,38,2023,750,8042,3276,3440,734,592
1675769959,38,2023,760,8155,3305,3500,748,602
1675770329,38,2023,770,8189,3312,3518,755,604
1675770904,38,2023,780,8235,3323,3548,759,605
1675771520,38,2023,790,8271,3339,3570,763,599
1675772135,38,2023,800,8323,3363,3591,765,604
1675773559,38,2023,820,8430,3404,3651,780,595
1675774129,38,2023,830,8457,3411,3671,781,594
1675774741,38,2023,840,8498,3427,3684,789,598
1675775314,38,2023,850,8521,3432,3692,789,608
1675775884,38,2023,860,8530,3435,3710,789,596
1675776786,38,2023,870,8563,3451,3723,796,593
1675777116,38,2023,880,8567,3451,3728,197,591
1675778012,38,2023,890,8593,3460,3740,805,588
1675778257,38,2023,900,8598,3460,3742,808,588
1675778870,38,2023,910,8612,3462,3749,815,586
1675779532,38,2023,920,8622,3465,3759,818,580
1675780063,38,2023,930,8631,3478,3771,824,558
1675780716,38,2023,940,8644,3505,3800,828,511
1675781286,38,2023,950,8649,3506,3818,829,496
1675781944,38,2023,960,8655,3507,3824,830,494
1675782469,38,2023,970,8659,3508,3835,830,486
1675783036,38,2023,980,8663,3511,3836,833,483
1675783522,38,2023,990,8663,3511,3838,833,481
1675784212,38,2023,1000,8663,3511,3838,833,481
1675784820,38,2023,1010,8663,3511,3838,833,481
1675785307,38,2023,1020,8664,3511,3839,833,481
1675845239,39,2023,570,3662,1379,1677,320,286
1675845560,39,2023,580,3891,1489,1779,334,289
1675845929,39,2023,590,4190,1600,1923,372,295
1675846544,39,2023,600,4851,1812,2268,418,353
1675847116,39,2023,610,5219,1939,2429,464,387
1675847726,39,2023,620,3662,2133,2605,492,432
1675848340,39,2023,630,6108,2315,2778,538,477
1675849277,39,2023,640,6504,2447,2937,583,537
1675849561,39,2023,650,6661,2513,3002,603,543
1675850129,39,2023,660,6885,2586,3129,620,550
1675850741,39,2023,670,7042,2642,3214,630,556
1675851352,39,2023,680,7272,2745,3306,645,576
1675851962,39,2023,690,7404,2810,3345,670,579
1675852572,39,2023,700,7922,2859,3392,677,594
1675853222,39,2023,710,7689,2911,3463,696,619
1675853790,39,2023,720,7832,2956,3522,727,627
1675854361,39,2023,730,7942,2987,3576,748,631
1675854928,39,2023,740,8025,3019,3614,755,637
1675855705,39,2023,750,8190,3079,3686,774,651
1675856111,39,2023,760,8241,3096,3721,779,645
1675857217,39,2023,770,8382,3158,3790,787,647
1675857829,39,2023,780,8456,3190,3825,795,646
1675858683,39,2023,800,8588,3252,3882,811,643
1675859133,39,2023,810,8656,3280,3911,819,646
1675859865,39,2023,820,8762,3317,3959,843,643
1675860564,39,2023,830,8835,3337,3999,860,639
1675861013,39,2023,840,8854,3342,4014,862,636
1675861621,39,2023,850,8901,3363,4041,867,630
1675862234,39,2023,860,8932,3371,4063,877,621
1675862885,39,2023,870,8956,3383,4072,883,618
1675863930,39,2023,890,8986,3397,4087,885,617
1675864507,39,2023,900,9007,3406,4102,896,603
1675865286,39,2023,910,9028,3414,4107,904,603
1675866760,39,2023,930,9049,3447,4153,912,537
1675866922,39,2023,940,9056,3452,4165,912,527
1675867530,39,2023,950,9061,3460,4173,919,509
1675868138,39,2023,960,9067,3461,4182,923,501
1675868705,39,2023,970,9073,3463,4187,923,500
1675869312,39,2023,980,9076,3463,4192,926,495
1675869919,39,2023,990,9076,3463,4195,926,492
1675870527,39,2023,1000,9081,3463,4196,926,496
1675871135,39,2023,1010,9081,3463,4196,926,496
1675871705,39,2023,1020,9082,3463,4196,926,497
1675872332,39,2023,1030,9083,3463,4196,926,498
1675932679,40,2023,590,4366,1803,1893,414,256
1675933353,40,2023,600,4847,1959,2151,451,286
1675933668,40,2023,610,5238,2109,2308,521,300
1675934352,40,2023,620,5719,2286,2529,560,344
1675935318,40,2023,640,6240,2496,2744,602,398
1675936161,40,2023,650,6630,2651,2922,650,407
1675936645,40,2023,660,6831,2720,3027,673,411
1675937651,40,2023,670,7163,2873,3166,695,429
1675937973,40,2023,680,7265,2914,3212,711,428
1675938656,40,2023,690,7421,2957,3304,731,429
1675939099,40,2023,700,7932,3001,3343,745,443
1675939542,40,2023,710,7634,3027,3379,756,472
1675940588,40,2023,720,7899,3108,3505,786,500
1675940950,40,2023,730,7963,3134,3526,798,505
1675941594,40,2023,740,8081,3175,3583,802,521
1675941955,40,2023,750,8146,3199,3620,815,512
1675943241,40,2023,770,8299,3250,3708,833,508
1675943725,40,2023,780,8365,3276,3747,838,504
1675944369,40,2023,790,8441,3307,3782,849,503
1675944933,40,2023,800,8482,3339,3797,852,494
1675945537,40,2023,810,8564,3384,3821,859,500
1675946182,40,2023,820,8617,3402,3836,876,503
1675946947,40,2023,830,8668,3418,3856,885,509
1675947592,40,2023,840,8696,3433,3867,887,509
1675947954,40,2023,850,8722,3444,3875,896,507
1675948558,40,2023,860,8753,3456,3895,904,498
1675949160,40,2023,870,8778,3461,3908,905,504
1675949845,40,2023,880,8806,3468,3919,918,501
1675950330,40,2023,890,8813,3470,3924,918,501
1675951135,40,2023,900,8836,3478,3934,925,499
1675951779,40,2023,910,8851,3479,3943,927,502
1675952141,40,2023,920,8860,3488,3946,928,498
1675952785,40,2023,930,8869,3495,3968,930,476
1675953347,40,2023,940,8878,3497,3990,932,459
1675954111,40,2023,950,8895,3500,4019,937,439
1675954754,40,2023,960,8900,3506,4023,937,434
1675955398,40,2023,970,8906,3509,4027,939,431
1675955760,40,2023,980,8907,3509,4028,940,430
1675957047,40,2023,1000,8914,3511,4033,941,429
1675957531,40,2023,1010,8914,3511,4033,941,429
1675958417,40,2023,1020,8915,3511,4033,941,430
1676010997,41,2023,460,0,0,0,0,0
1676011962,41,2023,470,8,0,2,0,6
1676012284,41,2023,480,9,1,2,0,6
1676012928,41,2023,490,11,2,2,0,7
1676013370,41,2023,500,18,2,2,0,14
1676014577,41,2023,520,927,368,441,88,30
1676015140,41,2023,530,1436,574,673,135,54
1676015906,41,2023,540,2207,845,1063,198,101
1676016309,41,2023,550,2488,972,1189,215,112
1676016912,41,2023,560,3087,1255,1398,282,152
1676017557,41,2023,570,3802,1489,1737,368,208
1676018200,41,2023,580,4257,1678,1932,433,214
1676019206,41,2023,590,5139,1992,2403,500,244
1676019568,41,2023,600,5438,2107,2556,527,248
1676020252,41,2023,610,6014,2330,2803,588,293
1676020656,41,2023,620,6225,2403,2908,600,314
1676021502,41,2023,630,6815,2627,3179,659,350
1676021744,41,2023,640,6927,2679,3228,667,353
1676022311,41,2023,650,7173,2753,3349,709,362
1676022916,41,2023,660,7452,2878,3478,737,359
1676024163,41,2023,680,7987,3105,3710,782,390
1676024808,41,2023,690,8201,3180,3813,818,390
1676025452,41,2023,700,8340,3232,3888,828,392
1676025976,41,2023,710,8430,3259,3940,840,391
1676026740,41,2023,720,8654,3337,4057,870,390
1676027102,41,2023,730,8720,3365,4086,875,394
1676027746,41,2023,740,8887,3438,4159,898,392
1676028390,41,2023,750,9000,3476,4230,911,383
1676029154,41,2023,760,9099,3508,4292,923,376
1676029757,41,2023,770,9175,3536,4333,931,375
1676030119,41,2023,780,9223,3554,4361,936,372
1676030723,41,2023,790,9285,3574,4398,945,368
1676031367,41,2023,800,9356,3608,4437,953,358
1676032052,41,2023,810,9401,3618,4467,962,354
1676032575,41,2023,820,9471,3632,4504,975,360
1676033180,41,2023,830,9548,3656,4538,992,362
1676033705,41,2023,840,9613,3676,4569,1004,364
1676034349,41,2023,850,9643,3680,4579,1014,370
1676034993,41,2023,860,9679,3698,4596,1020,365
1676035999,41,2023,870,9720,3713,4611,1028,368
1676036361,41,2023,880,9727,3717,4612,1029,369
1676037004,41,2023,890,9757,3724,4629,1033,371
1676037327,41,2023,900,9771,3727,4634,1038,372
1676038012,41,2023,910,9791,3730,4644,1045,372
1676038655,41,2023,920,9805,3734,4651,1049,371
1676039379,41,2023,930,9823,3741,4674,1057,351
1676039982,41,2023,940,9842,3751,4684,1060,347
1676040305,41,2023,950,9849,3753,4690,1060,346
1676041270,41,2023,960,9858,3757,4700,1060,341
1676041633,41,2023,970,9863,3760,4702,1060,341
1676042277,41,2023,980,9866,3760,4704,1060,342
1676042721,41,2023,990,9868,3760,4705,1061,342
1676043325,41,2023,1000,9870,3761,4706,1061,342
1676043929,41,2023,1010,9871,3761,4706,1061,343
1676044575,41,2023,1020,9871,3761,4706,1061,343
1676148027,42,2023,1020,13188,4779,6344,1539,526
1676183758,43,2023,460,2,1,0,0,1
1676184322,43,2023,470,2,1,0,0,1
1676184967,43,2023,480,314,169,124,15,6
1676185732,43,2023,490,881,400,353,102,26
1676186336,43,2023,500,1326,535,587,162,42
1676186980,43,2023,510,1987,774,938,208,67
1676187344,43,2023,520,2326,919,1094,235,78
1676187988,43,2023,530,3131,1176,1515,330,110
1676188632,43,2023,540,3587,1312,1762,373,140
1676189598,43,2023,550,4665,165,2280,522,205
1676189920,43,2023,560,5048,1816,2466,551,215
1676190566,43,2023,570,5962,1967,2742,615,238
1676190928,43,2023,580,5929,2141,2879,653,256
1676191694,43,2023,590,6722,2451,3248,725,298
1676206443,43,2023,830,13621,4829,6584,1626,582
1676206523,43,2023,840,13655,4850,6594,1630,581
1676207181,43,2023,850,13725,4876,6618,1651,580
1676207824,43,2023,860,13778,4893,6643,1668,574
1676208467,43,2023,870,13816,4898,6660,1678,580
1676209472,43,2023,880,13892,4915,6704,1704,569
1676209512,43,2023,890,13892,4915,6704,1704,569
1676210116,43,2023,900,13928,4921,6726,1711,570
1676210758,43,2023,910,13955,4929,6745,1714,567
1676211481,43,2023,920,13979,4932,6760,1722,565
1676211924,43,2023,930,14015,4945,6774,1733,563
1676212768,43,2023,940,14045,4957,6794,1747,547
1676213130,43,2023,950,14054,4963,6808,1750,533
1676213775,43,2023,960,14064,4968,6820,1750,526
1676214419,43,2023,970,14074,4971,6822,1756,525
1676215062,43,2023,980,14083,4974,6828,1756,525
1676215545,43,2023,990,14088,4975,6833,1756,524
1676216148,43,2023,1000,14092,4977,6833,1756,526
1676216711,43,2023,1010,14097,4978,6834,1758,527
1676217435,43,2023,1020,14100,4978,6834,1761,527
1676269836,44,2023,450,14103,4978,6834,1761,530
1676270199,44,2023,460,0,0,0,0,0
1676270721,44,2023,470,0,0,0,0,0
1676271324,44,2023,480,7,1,0,0,6
1676271968,44,2023,490,10,2,0,0,8
1676272612,44,2023,500,139,87,14,16,22
1676273335,44,2023,510,789,284,420,59,26
1676274380,44,2023,530,1874,663,918,221,72
1676274903,44,2023,540,236,8,1,2,1
1676275627,44,2023,550,3017,1052,1440,364,161
1676276269,44,2023,560,3500,1231,1648,436,185
1676276914,44,2023,570,4127,1470,1927,514,216
1676277637,44,2023,580,4800,1749,2209,591,251
1676278039,44,2023,590,5081,1846,2323,635,277
1676278642,44,2023,600,5708,2139,2565,697,307
1676279285,44,2023,610,6369,2393,2875,749,352
1676279888,44,2023,620,6825,2537,3075,786,427
1676280531,44,2023,630,7446,2808,3308,821,509
1676280935,44,2023,640,7822,2965,3440,838,579
1676281538,44,2023,650,8105,3065,3559,864,617
1676282181,44,2023,660,8490,3231,3693,886,680
1676283186,44,2023,670,8932,3410,3849,925,748
1676283548,44,2023,680,9040,3449,3885,941,765
1676284191,44,2023,690,9203,3505,3952,958,788
1676285196,44,2023,710,9462,3559,4068,999,836
1676285839,44,2023,720,9674,3622,4171,1036,845
1676286361,44,2023,730,9787,3648,4238,1039,862
1676286965,44,2023,740,9959,3702,4302,1061,894
1676287769,44,2023,750,10156,3769,4357,1091,939
1676288211,44,2023,760,10196,3784,4371,1097,944
1676288774,44,2023,770,10304,3817,4413,1120,954
1676289418,44,2023,780,10353,3832,4434,1122,965
1676289902,44,2023,790,10418,3852,4459,1133,974
1676290505,44,2023,800,10469,3878,4477,1137,977
1676291150,44,2023,810,10548,3911,4511,1142,984
1676292154,44,2023,820,10645,3941,4558,1148,998
1676292395,44,2023,830,10684,3953,4567,1149,1015
1676292919,44,2023,840,10717,3962,4572,1157,1026
1676293682,44,2023,850,10752,3976,4588,1158,1030
1676294406,44,2023,860,10795,3991,4604,1167,1033
1676294729,44,2023,870,10809,3991,4626,1167,1025
1676295572,44,2023,880,10838,3997,4642,1171,1028
1676296055,44,2023,890,10851,4020,4649,1176,1006
1676296698,44,2023,900,10864,4028,4657,1176,1003
1676297342,44,2023,910,10886,4040,4671,1176,999
1676297704,44,2023,920,10906,4045,4680,1181,1000
1676298348,44,2023,930,10924,4050,4699,1192,983
1676299353,44,2023,940,10975,4087,4764,1208,916
1676299634,44,2023,950,10984,4094,4770,1212,908
1676300278,44,2023,960,10996,4105,4779,1213,899
1676300720,44,2023,970,10997,4106,4783,1213,895
1676301363,44,2023,980,11003,4110,4788,1214,891
1676301926,44,2023,990,11006,4110,4788,1214,894
1676302650,44,2023,1000,11012,4111,4793,1214,894
1676303252,44,2023,1010,11016,4111,4794,1214,897
1676303775,44,2023,1020,11016,4111,4794,1214,897
1676361906,45,2023,550,3150,1142,1457,368,183
1676362749,45,2023,560,4018,1503,1800,485,230
1676363271,45,2023,570,4341,1600,1964,515,262
1676363795,45,2023,580,4997,1895,2192,578,332
1676364317,45,2023,590,5443,2063,2353,640,387
1676364921,45,2023,600,6131,2251,2688,716,476
1676365524,45,2023,610,6554,2425,2871,755,503
1676366209,45,2023,620,7107,2647,3087,807,566
1676366811,45,2023,630,7993,2862,3278,830,623
1676367334,45,2023,640,7958,2959,3438,869,692
1676368700,45,2023,660,8752,3247,3789,933,783
1676369465,45,2023,670,9018,3350,3869,971,828
1676369746,45,2023,680,9128,3389,3909,987,843
1676370349,45,2023,690,9362,3479,3998,1003,882
1676370953,45,2023,700,9495,3529,4061,1011,894
1676371596,45,2023,710,9656,3576,4149,1030,901
1676372159,45,2023,720,9810,3627,4208,1057,918
1676372722,45,2023,730,9985,3686,4301,1066,932
1676373606,45,2023,740,10197,3767,4367,1093,970
1676374048,45,2023,750,10275,3794,4386,1101,994
1676374813,45,2023,760,10437,3864,4449,1122,1002
1676375175,45,2023,770,10474,3871,4466,1128,1009
1676375938,45,2023,780,10570,3902,4498,1138,1032
1676376420,45,2023,790,10615,3915,4509,1144,1047
1676377023,45,2023,800,10677,3944,4535,1151,1047
1676377547,45,2023,810,10726,3960,4556,1163,1047
1676378151,45,2023,820,10787,3976,4576,1171,1064
1676378955,45,2023,830,10864,3988,4609,1182,1085
1676379478,45,2023,840,10907,3999,4630,1187,1091
1676380082,45,2023,850,10939,4003,4644,1195,1097
1676380564,45,2023,860,10964,4010,4657,1200,1097
1676381127,45,2023,870,10998,4014,4681,1206,1097
1676381852,45,2023,880,11026,4026,4694,1216,1090
1676382334,45,2023,890,11041,4032,4696,1219,1094
1676383099,45,2023,900,11065,4037,4704,1244,1080
1676383501,45,2023,910,11075,4042,4718,1244,1071
1676384104,45,2023,920,11091,4047,4724,1247,1073
1676384908,45,2023,930,11113,4065,4758,1250,1040
1676385672,45,2023,940,11151,4096,4801,1260,994
1676385993,45,2023,950,11157,4103,4807,1262,985
1676386515,45,2023,960,11169,4110,4816,1264,979
1676387279,45,2023,970,11177,4111,4822,1268,976
1676387802,45,2023,980,11183,4115,4823,1269,976
1676388324,45,2023,990,11185,4116,4823,1270,976
1676389288,45,2023,1000,11194,4117,4825,1273,979
1676389529,45,2023,1010,11196,4120,4825,1273,978
1676390333,45,2023,1020,11199,4120,4825,1273,981
1676442662,46,2023,450,11201,4120,4825,1273,983
1676442943,46,2023,460,0,0,0,0,0
1676443948,46,2023,470,6,0,0,0,6
1676444471,46,2023,480,7,0,0,0,7
1676444712,46,2023,490,9,0,0,0,9
1676445316,46,2023,500,154,62,0,0,92
1676446361,46,2023,510,1255,521,507,112,115
1676446842,46,2023,520,1817,668,801,198,150
1676447525,46,2023,530,2939,918,1117,290,214
1676447726,46,2023,540,2766,1039,1193,305,229
1676448371,46,2023,550,3222,1192,1394,358,278
1676448975,46,2023,560,3985,1505,1724,430,326
1676449900,46,2023,570,4831,1810,2105,516,400
1676450141,46,2023,580,4979,1895,2154,525,405
1676450745,46,2023,590,5388,2004,2364,570,450
1676451308,46,2023,600,6113,2249,2692,643,529
1676452032,46,2023,610,6769,2447,2983,711,628
1676452675,46,2023,620,7259,2604,3165,761,729
1676453157,46,2023,630,7618,2703,3331,783,801
1676453721,46,2023,640,7981,2854,3454,813,860
1676454725,46,2023,650,8587,3041,3685,862,999
1676454927,46,2023,660,8693,3075,3744,870,1004
1676455570,46,2023,670,8866,3156,3815,886,1009
1676456174,46,2023,680,9120,3246,3957,909,1008
1676456938,46,2023,690,9324,3334,4057,926,1007
1676457502,46,2023,700,9467,3378,4110,944,1035
1676457984,46,2023,710,9565,3417,4155,961,1032
1676458508,46,2023,720,9720,3471,4222,985,1042
1676459112,46,2023,730,9841,3514,4271,1013,1043
1676459715,46,2023,740,9935,3550,4332,1029,1024
1676460400,46,2023,750,10081,3592,4392,1045,1052
1676460923,46,2023,760,10207,3634,4452,1060,1061
1676461767,46,2023,770,10331,3681,4502,1072,1076
1676462370,46,2023,780,10405,3715,4541,1079,1070
1676462893,46,2023,790,10462,3746,4561,1089,1066
1676463416,46,2023,800,10521,3767,4594,1094,1066
1676463939,46,2023,810,10576,3784,4630,1107,1055
1676464824,46,2023,820,10679,3810,4675,1140,1054
1676465186,46,2023,830,10717,3819,4680,1152,1066
1676465710,46,2023,840,10760,3855,4695,1158,1052
